PMID,Year,Title,Authors,Journal,Article,Total Citations,Cited By PMIDs,Total References,Cited PMIDs,DOI
12494109,2002,[Tolerability and efficacy of retard form of indapamide in the treatment of hypertension in elderly patients (results of multicenter open non-comparative trial in Russian program ARGUS)].,"Zh D Kobalava, Iu V Kotovskaia, G N Vereshchagina, V F Luk'ianchikova, L A Nekrutenko, G I Nechaeva, L A Sklizkova, A L Slobodianiuk, N G Filippenko, S V Shlyk, V V Maksimenko, V S Moiseev",Kardiologiia,Yes,1,19622008,8,1682683 10067786 2046107 11057435 9297994 8906524 10577635 9856369,
12657471,2003,Subgenome-specific markers in allopolyploid cotton Gossypium hirsutum: implications for evolutionary analysis of polyploids.,"Anton Nekrutenko, Robert J Baker",Gene,Yes,5,29334890 31536532 30650107 18307816 20221672,21,17836906 10447864 10331275 11331899 11691848 10518625 11092833 2544887 10331258 8438152 11337465 10831837 9611255 10688139 11403867 8531693 9582192 8845966 1987647 7816833 9539752,10.1016/s0378-1119(03)00427-x
12716985,2003,Evolutionary dynamics of oncogenes and tumor suppressor genes: higher intensities of purifying selection than other genes.,"Michael A Thomas, Benjamin Weston, Moltu Joseph, Wenhua Wu, Anton Nekrutenko, Peter J Tonellato",Mol Biol Evol,Yes,46,28090737 25273974 22521745 22693991 16504025 30204835 17024666 16438707 16245009 19463087 27216182 22208275 30687641 25249249 16488091 35523946 18997863 16157889 25416156 28087780 19665850 18508441 37170918 20176579 16014869 23418535 31712655 18463707 35247889 22704202 19769939 30487452 26553342 33783485 25116620 36693985 19096204 25190099 38773187 23266974 16762098 23066043 18535014 17652172 28938601 18762386,22,10731134 3444411 9353177 10666704 11173101 3125332 7699723 10908582 10421576 11381037 11792858 11429604 11063703 11779845 9689093 11237009 11226267 11342524 9159160 11606700 11783396 9582070,10.1093/molbev/msg110
12801721,2003,An evolutionary approach reveals a high protein-coding capacity of the human genome.,"Anton Nekrutenko, Wen Yu Chung, Wen Hsiung Li",Trends Genet,No,27,15034132 20399258 16093654 16901234 15693626 33423678 16091412 16982819 36843032 14993201 24923326 17434901 15851066 23658220 19319195 15057822 16873483 16709259 25652661 16368777 15193305 15485342 17132629 20224812 16536879 20442734 18831778,19,9367129 11779845 9689093 11672845 12015888 12217962 11544202 11237011 11473003 12045153 10890397 12466850 12529312 11988577 12376375 12209144 12188049 11319262 12529303,10.1016/S0168-9525(03)00114-8
12824366,2003,ETOPE: Evolutionary test of predicted exons.,"Anton Nekrutenko, Wen-Yu Chung, Wen-Hsiung Li",Nucleic Acids Res,Yes,15,21357752 19319195 16766551 16873483 33423678 25652661 15193305 16091412 16157889 15485342 36843032 15215350 16343814 16536879 16170410,12,12552088 11337477 11779845 9149143 10666704 10890397 12045153 11934743 2231712 12209144 7984417 9367129,10.1093/nar/gkg597
12836682,2003,Detection of gene duplications and block duplications in eukaryotic genomes.,"Wen-Hsiung Li, Zhenglong Gu, Andre R O Cavalcanti, Anton Nekrutenko",J Struct Funct Genomics,No,16,22568762 15967992 17411427 19465509 36313461 17295290 20092627 17386002 36303740 21097891 16507168 15800040 34599337 20829394 18511261 15510166,18,10829229 7926827 11237007 11861885 9582190 10731134 11672845 9192896 9837911 11179683 11073452 11163962 10952214 11163965 11230161 10195279 7574483 10571001,
15034132,2004,Reconciling the numbers: ESTs versus protein-coding genes.,Anton Nekrutenko,Mol Biol Evol,Yes,14,15537806 22178616 17616712 16162280 16093654 16602821 16091412 15947471 18192687 22493680 19563208 15883052 17189608 15851065,12,11237007 11779845 12801721 10666704 11237011 10890397 12466850 2231712 12209144 11337484 7984417 11233450,10.1093/molbev/msh125
15057822,2004,Genome sequence of the Brown Norway rat yields insights into mammalian evolution.,"Richard A Gibbs, George M Weinstock, Michael L Metzker, Donna M Muzny, Erica J Sodergren, Steven Scherer, Graham Scott, David Steffen, Kim C Worley, Paula E Burch, Geoffrey Okwuonu, Sandra Hines, Lora Lewis, Christine DeRamo, Oliver Delgado, Shannon Dugan-Rocha, George Miner, Margaret Morgan, Alicia Hawes, Rachel Gill,  Celera, Robert A Holt, Mark D Adams, Peter G Amanatides, Holly Baden-Tillson, Mary Barnstead, Soo Chin, Cheryl A Evans, Steve Ferriera, Carl Fosler, Anna Glodek, Zhiping Gu, Don Jennings, Cheryl L Kraft, Trixie Nguyen, Cynthia M Pfannkoch, Cynthia Sitter, Granger G Sutton, J Craig Venter, Trevor Woodage, Douglas Smith, Hong-Mei Lee, Erik Gustafson, Patrick Cahill, Arnold Kana, Lynn Doucette-Stamm, Keith Weinstock, Kim Fechtel, Robert B Weiss, Diane M Dunn, Eric D Green, Robert W Blakesley, Gerard G Bouffard, Pieter J De Jong, Kazutoyo Osoegawa, Baoli Zhu, Marco Marra, Jacqueline Schein, Ian Bosdet, Chris Fjell, Steven Jones, Martin Krzywinski, Carrie Mathewson, Asim Siddiqui, Natasja Wye, John McPherson, Shaying Zhao, Claire M Fraser, Jyoti Shetty, Sofiya Shatsman, Keita Geer, Yixin Chen, Sofyia Abramzon, William C Nierman, Paul H Havlak, Rui Chen, K James Durbin, Rain Simons, Yanru Ren, Xing-Zhi Song, Bingshan Li, Yue Liu, Xiang Qin, Simon Cawley, Kim C Worley, A J Cooney, Lisa M D'Souza, Kirt Martin, Jia Qian Wu, Manuel L Gonzalez-Garay, Andrew R Jackson, Kenneth J Kalafus, Michael P McLeod, Aleksandar Milosavljevic, Davinder Virk, Andrei Volkov, David A Wheeler, Zhengdong Zhang, Jeffrey A Bailey, Evan E Eichler, Eray Tuzun, Ewan Birney, Emmanuel Mongin, Abel Ureta-Vidal, Cara Woodwark, Evgeny Zdobnov, Peer Bork, Mikita Suyama, David Torrents, Marina Alexandersson, Barbara J Trask, Janet M Young, Hui Huang, Huajun Wang, Heming Xing, Sue Daniels, Darryl Gietzen, Jeanette Schmidt, Kristian Stevens, Ursula Vitt, Jim Wingrove, Francisco Camara, M Mar Albà, Josep F Abril, Roderic Guigo, Arian Smit, Inna Dubchak, Edward M Rubin, Olivier Couronne, Alexander Poliakov, Norbert Hübner, Detlev Ganten, Claudia Goesele, Oliver Hummel, Thomas Kreitler, Young-Ae Lee, Jan Monti, Herbert Schulz, Heike Zimdahl, Heinz Himmelbauer, Hans Lehrach, Howard J Jacob, Susan Bromberg, Jo Gullings-Handley, Michael I Jensen-Seaman, Anne E Kwitek, Jozef Lazar, Dean Pasko, Peter J Tonellato, Simon Twigger, Chris P Ponting, Jose M Duarte, Stephen Rice, Leo Goodstadt, Scott A Beatson, Richard D Emes, Eitan E Winter, Caleb Webber, Petra Brandt, Gerald Nyakatura, Margaret Adetobi, Francesca Chiaromonte, Laura Elnitski, Pallavi Eswara, Ross C Hardison, Minmei Hou, Diana Kolbe, Kateryna Makova, Webb Miller, Anton Nekrutenko, Cathy Riemer, Scott Schwartz, James Taylor, Shan Yang, Yi Zhang, Klaus Lindpaintner, T Dan Andrews, Mario Caccamo, Michele Clamp, Laura Clarke, Valerie Curwen, Richard Durbin, Eduardo Eyras, Stephen M Searle, Gregory M Cooper, Serafim Batzoglou, Michael Brudno, Arend Sidow, Eric A Stone, J Craig Venter, Bret A Payseur, Guillaume Bourque, Carlos López-Otín, Xose S Puente, Kushal Chakrabarti, Sourav Chatterji, Colin Dewey, Lior Pachter, Nicolas Bray, Von Bing Yap, Anat Caspi, Glenn Tesler, Pavel A Pevzner, David Haussler, Krishna M Roskin, Robert Baertsch, Hiram Clawson, Terrence S Furey, Angie S Hinrichs, Donna Karolchik, William J Kent, Kate R Rosenbloom, Heather Trumbower, Matt Weirauch, David N Cooper, Peter D Stenson, Bin Ma, Michael Brent, Manimozhiyan Arumugam, David Shteynberg, Richard R Copley, Martin S Taylor, Harold Riethman, Uma Mudunuri, Jane Peterson, Mark Guyer, Adam Felsenfeld, Susan Old, Stephen Mockrin, Francis Collins",Nature,Yes,1540,17597777 15696541 20209140 19966934 21112399 32317713 19318019 17495010 19340314 17495012 17647246 21670552 17038566 17506886 31807314 21942439 21042874 15358164 17689063 19193219 15294181 17608724 17641045 26400817 23451210 33960643 20602127 24719897 21149867 18598396 21081658 17071022 15855643 28648749 16554549 26781813 20484848 20410444 17028943 19364723 21411857 16026603 17686169 27374913 20534712 31229893 15652477 23757393 16332933 33813812 22759811 36344967 23642095 29087519 38868077 25777752 17202287 18629667 18212005 18064521 29272997 27501045 16018816 21998633 18366615 38537634 21268075 15931766 15924626 30988473 15060016 25142031 15485342 36058846 16356286 29726789 26967166 17393031 33569250 16554811 22948725 15741274 28358926 16651369 18629663 27408951 16831061 18721477 36351561 35296223 18201844 19153790 34313794 25109974 18202382 16365383 15364903 28061977 38376543 15496555 23393154 38510053 36034298 16683025 21899419 17999722 15479945 21938467 29019985 25260253 15964619 16038628 19816659 17053094 16079226 31178697 23431045 35059031 19694896 18723472 16444251 16024217 21876203 15087446 17456736 25498336 30499043 21884510 19429899 20195573 22016857 18675587 37003642 32316149 15283774 15643628 15994173 22929217 18005002 20430877 18477403 23226148 16497704 16849243 15190114 16188218 15965244 23709260 20013223 16339370 16106031 20581400 29166645 26269570 21078998 30489156 16226061 22930813 17728403 17922013 16700068 16787152 15860774 15489318 26279084 16218937 17705846 19630562 17326803 23300852 35179466 31686351 28843612 25667601 16634785 15200382 15059998 16140992 20033182 15060014 16778019 21846806 18537585 31109448 33481094 19351664 15699453 21368089 31894235 27882299 16109975 25006576 15060022 19199954 16177791 17220894 20869786 15687293 38550796 17065605 21040216 21854555 16848977 23712694 17668060 28453648 15469879 15273986 30629669 38338678 17095691 35450017 29727589 16651367 16602837 17646710 25102179 29199135 22582156 17317875 34481832 21267636 17591544 21136639 20373149 15496914 21140466 16926269 15661352 15777640 31228150 22228014 15716099 19393050 18670650 18465118 19468042 17557177 16341006 17567995 15608189 27736746 27736744 17962310 20430861 17923121 15810880 31228152 16817966 21663664 19412437 23744971 16185862 20233650 34741192 26888427 37270634 24758778 36327396 30870968 19030796 19675616 17440430 21118501 36734369 16151375 34381445 38830780 15574820 16341673 31645421 17416279 31569963 22465530 35137071 20531381 15292512 21307931 19441060 24013105 16759380 15814830 31399718 29725769 15060000 17264982 16137643 15814898 16775159 18039356 21516450 28851270 17975172 27914298 16966361 21561822 20598663 16237443 16002748 28584262 22949700 16147868 20946943 17097628 17302974 20660062 19452216 17497430 24916032 20660993 18298839 17868453 15735639 15257164 20646967 22698790 38500966 24467842 17892602 24034780 16169162 33959146 20471380 15347431 18225439 18922769 34093147 35077668 34056076 15829235 16739225 33315275 16556512 23921660 18029439 22273744 15485356 28272493 35507394 16541075 33390838 34556881 30406699 26157611 29875813 16983148 15219233 15256509 21247465 15475266 18418003 28446067 18088408 34750474 17199895 18042833 23194347 17009864 16499991 19192947 17495919 15676076 16596193 21763896 35599377 22827734 16309880 35866575 29875297 37392185 17202172 24337645 31710935 33536202 15608244 34433012 21492470 17136510 20085376 16860534 18689890 20429903 16807746 28072424 23949697 16737550 15060002 15289479 20184727 17591683 16536879 17345672 15961499 15966850 18786441 19042944 34576060 19630566 22868394 33965905 18245453 17385232 15131266 20205186 19700625 23237097 16628248 32969153 17461427 17675869 15826353 24730419 15742320 19029536 24066933 19388135 16024918 27932582 23708188 15547447 18443589 21546614 30332905 16875316 24586191 35601672 16015589 16829670 34158992 17234273 37510292 31975178 20400489 17098394 36317468 15475116 20483208 19835609 25172839 23396136 17277409 34023901 15620360 16140779 31618076 16282470 15672593 19152793 16544192 19101476 19132080 21721942 15331182 25481528 17433864 34987056 33066036 37263993 15665081 23741508 20739665 34422832 17033627 18443588 17636888 27896734 16208716 15979840 16682456 17937806 30314444 34079438 19508981 22484313 29352201 18077382 19630990 32257895 20931200 18533036 21340033 17998886 28708842 25359898 18755037 23436361 15727489 36499665 17911158 17478047 17489682 26691502 15767858 18065488 20633052 30753478 23286374 15531560 21324204 18443591 15777080 18353749 30445024 24278948 15693954 32893996 21826170 25120584 18417481 17568012 16177176 24060636 27229758 15782207 17525830 17356016 33228309 18428791 23585031 15987510 25217576 25279814 18566285 22187366 39166173 36330812 25506749 32356938 22357546 17483452 20109198 15804398 15248198 16543943 16245144 33910563 26818824 29206283 25980602 15998454 15762985 26663034 29216341 26525298 19348700 19061522 35220563 16904064 24107734 35256586 22128134 19416516 24625778 23590730 17674075 24217224 37183545 22717528 22493680 25814259 16789815 38029126 29599707 17234382 19887576 23966833 22582164 16024817 15489335 27506932 38213701 15590946 19010966 34554463 15584864 24183201 18215257 34996843 38259625 17195479 15316687 17113010 26340990 21225414 24168668 17084388 16761365 19837475 24151245 17183716 29761157 23413134 17947411 32442306 17166057 15978772 23829104 15590945 25991928 28082605 21061307 15647515 16157420 16519954 17718914 21149647 23064113 15503868 15994196 25814252 15678168 19720738 31529389 15059992 21427523 34755500 27217176 21070282 16087717 15215394 15496912 17916793 30792150 15596115 24065734 23248290 17322424 30552719 17187668 16810244 25036405 20333175 35265836 19801602 22505575 31578460 15677449 23094077 25015101 16012527 15059996 16124857 29329290 32871222 16130454 24175088 17913699 29925311 16257833 15630479 18981267 33147730 20443191 18217696 16344113 15660107 25504712 18674749 20703026 17056284 16242204 17117481 22349507 21269493 21804562 16327885 28774750 37769886 15059999 20100942 15869465 17295124 15809361 35693791 33768484 15517241 25008760 21992658 17676365 18562159 15536082 38921732 38428421 31228151 17052709 19073275 32054372 22986948 31775624 15382132 35346579 26011228 18201949 18519653 16585784 25998019 34842321 16178628 16798093 15464047 34172791 30650619 33449505 15580368 19743445 27164028 17356909 17040131 23819456 39306700 17727704 24161192 15060010 15345052 32295537 24151501 20565543 34551828 31188650 29259021 17597074 17010214 35938680 16040707 19147168 15588578 23728495 16323246 15608234 21479353 16226852 19432812 15967992 18364721 17591602 18294274 25698946 17595148 18460446 15718282 31518612 17710134 35411287 15904491 24803667 27242037 16807745 33499890 16344362 19275765 21504752 18067567 17360473 28176778 19583842 20512413 25909454 18922145 18428781 29277869 16024821 17303377 26821719 21850219 17630829 28575204 37399326 21636603 17202390 23329688 23545134 19263215 18196235 21967423 23550923 27078100 19725916 21050132 26549892 16923797 15239832 19140982 18466735 16305750 15122291 19494790 33346690 31853618 23170223 19238338 19807970 35609654 18752610 16033863 22813777 20558596 19415638 23718880 18155141 15655120 16886994 38536037 18629662 23275888 38235662 25901771 15060021 17219426 20727583 18762241 37104570 16550588 21837559 18256328 29983387 31123830 27081788 23185269 38260597 15983866 16769979 15985309 21993624 33718835 24904046 37214860 15953391 30018084 17624960 19909546 16109974 38187646 25742806 34420911 18699832 20444082 15772651 18056076 17381287 21698001 26574172 29377611 19954527 17134994 23627598 22659026 15475172 28499799 23127207 36555246 26000844 15060019 23185404 17573383 32764404 20001749 31429356 15693626 31020551 23791960 16077012 17106915 16339377 24290761 15497215 38850156 15229292 33417410 21372147 15522261 32176292 17347136 16273286 27503295 29175485 17288572 32173902 31228165 28931564 22408368 18293113 15123595 16794926 36057769 20013222 27582415 38984587 15944437 15716312 26816519 15930155 16447055 15508013 15514077 22006834 19393063 30910795 19654430 29268782 16415889 35651983 20970440 24288657 29310567 21674499 16269360 30413026 17207965 35695380 20016154 29294243 31630956 20335374 19179655 16791631 16846249 37285590 17560719 21956148 18281269 21557083 15545614 17261918 16466575 16501665 15064765 18464734 38346589 15610157 16195877 33498509 16928426 18519652 15489319 23723737 16585527 16339266 15496411 19123937 19326039 16339379 20667983 36267942 23023007 15699025 16172504 23860008 26609645 23297403 35773097 15060005 31275562 18482448 30272835 15059997 24628878 15738349 17118912 21307932 17431167 17296871 15680581 20013224 17192808 20430781 20737482 29320452 22064487 38715332 18997049 15175752 20838655 16574372 31488164 22208360 23726961 28736437 15059993 25084685 16509994 23720629 31890981 15059991 18641631 17375324 36499749 15458983 15059995 21732192 28348391 18358333 26699651 15677381 24980405 18704161 18447906 32295056 18683845 15611884 18929678 16195369 39042520 16197735 21760882 19969543 15914635 20479877 19468303 18496126 16316463 31595949 17565360 24023717 25218058 18566767 18815372 29288389 23200134 19026440 26550255 32271713 16140890 22491057 17306258 23324662 30367970 34680956 16256303 22737237 15888973 20885980 21546835 17002790 20067941 19393055 19439821 16086849 15965027 20551039 15375027 17261799 16601272 19462495 16939647 21430356 15533722 15222126 16014168 16339895 23896813 30938777 25943489 19390602 15608249 28320306 19454904 22144907 15699492 19126432 32636400 26243794 15060009 36707047 25446558 15959507 17490477 15371276 18780757 26543346 17024666 18718917 20100322 30941006 33431696 15060011 17939861 15475259 16286240 18073200 38909984 18350171 21875934 20080865 22977178 17567587 22853927 34238591 20849858 19188192 22937166 16515820 34928329 23111927 20538623 17054508 18428755 15888332 18665230 16231951 20665664 16124867 22734051 15615893 32231019 21859806 17534434 15744052 16955237 17224057 15911755 18460447 19381527 18076328 32011053 25121500 25431480 34486393 19363126 15936684 23223940 21873999 28482038 15592415 21820522 21705472 38819562 16389297 31948542 17989258 15568620 20488934 33057939 20024935 28349240 19781792 34166551 21321134 15266047 29560548 33498741 20399258 16723033 16010004 19534745 15608235 27337980 21985891 21637202 17355637 20090741 17059607 18428413 19509235 22705667 26147470 19031419 37972149 28179571 16783629 18042807 33519965 20035862 17333079 15452030 18836842 17333478 21721940 18581051 20659711 16024822 25337207 16897344 17989257 27884721 25435097 15590940 16495775 25689317 18636048 16376516 15716008 26529237 15632090 20425152 24323414 34581786 16541022 16341441 36500717 15474463 38817617 25920443 17308666 19845626 34262159 16176263 26578573 37380078 16741162 24312330 26065684 22647874 21819944 19144204 17268179 15590943 15676279 19377972 24804779 16311623 29380311 19861195 26235050 22258864 18506788 16024819 15475257 34564921 19093026 16251462 31015470 18085818 27622596 15790682 24198348 20860485 36658732 17625002 23193260 21383544 19166919 16584579 32011707 19214245 16622837 27375268 25246701 19997590 16477033 16286573 33988699 29563166 18032407 17046958 20161041 31399630 22970712 21551350 34777283 15522459 17067767 29927790 15592404 16235120 35543507 36208223 17309057 17321087 21925114 32038779 26393488 18505862 16550549 15616553 15210195 23153393 16162398 32689287 15593300 17490482 24376195 20127166 21342519 19951423 15153996 22541052 15164068 18849525 27560313 32331872 15870190 26608942 15885146 22079416 27902792 15961478 16231421 21339508 15578266 20624748 16202152 16283676 18507838 28961982 15703477 21953615 38017006 28916635 21779987 16399341 15718099 27639098 16289610 15128437 34079817 18974176 16075371 30605712 35642315 16015595 28374781 20890594 38427245 22253037 16194882 18340040 29689131 36859541 18819818 15815621 34108989 25301173 36435806 27098848 15517470 15505042 39266958 15653832 15787599 37693498 22250046 26007203 20403161 16733533 36918927 19850746 16197738 16376029 34187518 23850767 16507093 27107945 15123580 18828761 18562677 15059994 26248949 16482228 16368777 15711544 18723883 23695301 31961493 21676786 38020594 35978931 23904527 36590912 23911320 16136131 32166433 27736745 20887642 15679890 22202032 23145912 15059990 21124770 21156759 18408721 19771587 16640792 17506659 26502233 33556945 15489334 25086724 16139965 21695125 15494475 16682418 16603334 22420298 26104701 29051587 15632271 16702409 20442993 22701602 25740272 18266061 29373076 23247042 25770744 30443826 34007041 20036763 18285521 17877817 35245459 20740026 17127722 19936022 18394668 15328000 19954510 16249066 15591307 26153697 16049193 37103217 30557783 16945006 17045192 16108706 17568387 18687881 24975516 28583209 16316323 18358336 36009681 26646413 18635962 18489247 32228684 30281820 30332532 17652424 15574823 18459711 28594698 32163204 31511860 19020620 30227846 31341188 19003075 19043541 34417604 36990182 26560066 15499007 34764456 17370034 15475260 32071071 21519390 30618596 20204142 30347236 19470403 16207354 17557329 36762848 23890820 15644946 36637363 19793540 19727319 17571346 15833131 19865831 38050985 32066685 15060008 25270904 21638677 26995202 20478838 16183739 16701366 20624734 20551980 33014535 24901797 31628021 15496924 25704534 16825306 21480181 16339376 15908954 22768054 17623810 23329697 21673742 16710306 25741703 19955475 31931473 37693452 26093169 20200546 15266340 19420050 30346517 32841246 20026620 34031365 19935826 25728943 37863964 17556528 28837398 35368676 21085180 15689524 36464074 15942958 15483331 35456515 32145018 21736755 16242768 33192502 26205289 24077912 15716087 15924886 21957310 16459129 22284666 15778292 18712301 15953386 17602167 18781915 16824473 19540291 21816149 28945883 19180494 17223109 15608243 36930729 18215302 30575257 20686017 22913491,209,14561894 15059992 15059993 10607616 12654723 12507665 11337463 15059991 12796736 12900556 6583681 12897783 9676425 15059995 15059994 10400928 12120277 14500911 1631062 12631699 11779828 12777511 9188643 15060021 11237011 15059996 12944587 7584460 12142439 15059990 10613845 11925307 10770762 12610304 10731132 12529305 11076862 9689093 10319858 11904394 1406669 14618091 11752248 8183904 11884141 12566409 9053325 14512627 8111117 12529307 11404340 12810957 8308912 7505451 12439023 12915340 10731133 11125113 11282974 12838346 12034294 9862982 15060015 12853948 12415313 15060016 15060019 15059999 1924329 11134335 11253653 12213901 15060000 9371743 11237014 12189479 12803978 14678491 12537572 12662897 12574865 12520011 9149949 14656963 12877590 11700292 11719181 12369887 11997350 12651866 9149143 8388099 7714913 11904395 11181995 12529306 12837274 12529310 10555295 11319262 12529302 12528715 15060009 12187378 11779843 10065373 14656959 5550532 12466852 12466850 14764869 11934749 12914656 12917688 8170371 9885565 12481130 15060011 12711961 11779845 10391214 12368239 12169732 11253049 15060010 11058763 12754702 15060012 12040188 12902383 15060007 15060013 9724321 12869576 12067657 9119376 12792500 10779496 14685227 11932250 12466853 8036148 12824357 12082137 11935017 12529313 11820416 12956412 12094217 12175810 11880605 14526086 8464710 9096113 10666707 11875048 10348615 8290607 12615004 12566394 9367125 12777517 12801721 6092054 11073452 8458325 15059998 3199442 11934743 6253938 15060014 15060002 12200216 1619647 15060005 12954771 9927479 14707167 15060022 12727901 12529312 9159084 15059997 12467860 12921973 12730695 7063861 11935018 9254694 11381028 11740558 15601531 3328815 12204208 11953753 10706615 10462435 9178013 2196570 12750296 11125071 11473003 12529304 12618381 14659811 15338624 4621362 3447015 12552136,10.1038/nature02426
15485342,2004,Comparative genomics.,"Webb Miller, Kateryna D Makova, Anton Nekrutenko, Ross C Hardison",Annu Rev Genomics Hum Genet,No,106,17567996 18818370 25704908 18076137 15479945 16091412 16267081 27216913 29723860 16509994 20204142 20494980 17053094 16769431 17989251 17038566 17997857 31899510 32722260 20628352 19055709 26604801 17456736 22645525 18303086 16984301 16341006 17640883 16996316 17178752 35757433 18990215 17408475 32469868 19586838 33976235 32934896 16904011 34947821 21563973 18347593 16719718 26410397 16124857 17989255 16982101 18326779 16339374 16499991 25561628 29277878 21129407 17624960 21051916 34498072 19440449 16644142 15624012 33961220 16269421 22330691 15938755 17506661 16226457 16024817 16024355 16499417 17135569 17989260 16341441 20209015 16081280 22889292 20956806 16124863 17512414 17993664 21396103 17994088 16362072 16438730 23814184 16447291 25387020 29515369 17201929 22891612 16223847 16698958 23950694 33232451 34067383 16237443 16651369 19523588 22345018 16118227 36404461 17331617 21586164 17635788 31871196 15955910 17000641 26767121 16458921,186,2395871 12127766 15059992 13707050 11525814 9636087 12654723 11904358 10669421 11042160 6985477 10072084 2488477 12824370 12727902 11331233 9322053 12045153 11418197 14500911 10657116 10655503 11779826 12957541 14966531 9322048 2423876 7482789 11237011 11731936 12915466 12610304 12529301 12935343 14707178 9689093 10469563 1406669 11752248 8743683 14993211 10835645 14512627 10666717 12529307 10731134 1560824 7505451 15285898 10481030 11121057 1763041 12659809 11125113 9010661 12002220 15057822 10353909 11934745 2486295 14559182 11226611 12519943 8078402 4964406 12695777 12952535 11997350 9445485 9149143 12213772 8327477 11181995 7584439 3128714 3690667 7878040 12529302 11454772 9110171 12748633 9461475 14656959 10779491 11239002 11156618 5637732 12466850 12934013 10899144 12917688 12914656 12209144 9683596 11435399 8786141 11779845 9331366 12775844 2911369 12169732 14660683 8673285 2231712 5000324 12519946 8995271 11237021 12529311 8825483 2253879 4989149 3932664 5876245 11932250 10486205 1480466 12798299 1639067 12015888 7563114 12824357 11544202 12433577 12529313 11159318 11752242 11157800 11717405 12082130 11937628 14526086 8990116 12547512 10811622 12671007 15131651 9822383 8128314 9449677 10779500 10657125 2926808 11805330 10631137 11591649 3412472 9851916 12801721 12750337 409339 3199442 12740762 12376375 15060014 12446810 11121489 12519941 11371603 11337477 14624247 8075639 12519945 12529312 9254694 15059997 12824358 12824366 6308460 12015274 3916709 7700151 7789989 865622 9530220 10753117 1960725 11125071 11473003 12618381 12529308 14681465 10802651 1093168 14638315 11992122,10.1146/annurev.genom.5.061903.180057
15693626,2004,Identification of novel exons from rat-mouse comparisons.,Anton Nekrutenko,J Mol Evol,Yes,9,17573145 17575129 17295290 18564379 27437030 19840385 17192808 18501470 19935920,18,12082130 11779845 15057822 12801721 10798355 1904993 12730695 10666704 1145509 12819125 10890397 12466850 12529312 2231712 11337482 6628982 9832630 12045143,10.1007/s00239-004-2653-4
16110341,2005,Oscillating evolution of a mammalian locus with overlapping reading frames: an XLalphas/ALEX relay.,"Anton Nekrutenko, Samir Wadhawan, Paula Goetting-Minesky, Kateryna D Makova",PLoS Genet,Yes,30,26323763 25552532 23044541 21878963 18842685 17372197 29243391 18416813 34240112 20157333 18372790 23433480 31088903 20803660 22187135 34505896 16556911 31203882 17511511 37326679 17034899 23161689 37367481 18252944 22821011 22593554 34159333 17652172 30026186 20820768,32,1769666 12047938 3444411 11992255 11583302 8521522 14557257 9580986 12719376 10931851 10666704 10937248 12466850 7968486 10577911 2394839 9683596 15148396 12403824 7997272 9860993 9707596 3127824 15273686 11780124 11447126 7984417 11319261 3131741 11114436 10931823 9367129,10.1371/journal.pgen.0010018
